url,isBlog,isWordpress,isBlogSpot,isUrlIncludeDate,isUrlIncludeDomainPostTitle,isUrlIncludeYearMonthPostTitle,isUrlIncludeDomainPostTitleNumbers,urlLen,numOfKeywords,isPrefixBlog,isMetaTagIncludeBlogKeyword,isUrlSuffixHTML,domainLen,pathNumberCount,lenOfPath
https://getbootstrap.com/docs/5.2/helpers/visually-hidden/,0,0,0,0,0,0,0,58,10582,0,0,0,16,2,4
https://getbootstrap.com/docs/5.2/utilities/float/,0,0,0,0,0,0,0,50,11471,0,0,0,16,2,4
https://www.parasut.com/blog/sirket-kapatmak,0,0,0,0,0,0,0,44,16672,0,0,0,15,0,2
https://ngkutahyaseramik.com.tr/urun/erva-antrasit-55012003,0,0,0,0,0,0,0,59,7236,0,0,0,23,8,2
https://getbootstrap.com/docs/5.2/examples/headers/,0,0,0,0,0,0,0,51,3281,0,0,0,16,2,4
https://www.ankara.edu.tr/dizin/akademik_kazilar/liman-tepe-tunc-cagi-liman-kenti,0,0,0,0,0,0,0,81,11377,0,0,0,17,0,3
https://www.iu.edu/degrees/bloomington/bm-in-bassoon/741/index.html,0,0,0,0,0,0,0,67,5550,0,0,1,10,3,5
https://www.ankara.edu.tr/dizin/Fakulteler/muhendislik-fakultesi,0,0,0,0,0,0,0,64,11647,0,0,0,17,0,3
https://www.bbc.co.uk/news/localnews/2657563-Aldborough/0,0,0,0,0,0,0,0,57,253483,0,0,0,13,8,4
https://ngkutahyaseramik.com.tr/urun/arma-gri-rektifiye-parlak-nano-55012953rn,0,0,0,0,0,0,0,78,7290,0,0,0,23,8,2
https://www.rolex.com/watches/explorer/m226570-0001.html,0,0,0,0,0,0,0,56,62198,0,0,1,13,10,3
https://www.marmara.edu.tr/news/il-saglik-muduru-kemal-memisoglu-rektorumuzu-ziyaret-etti,0,0,0,0,0,0,0,89,14242,0,0,0,18,0,2
https://www.bekaertdeslee.com/fr/-/product-director,0,0,0,0,0,0,0,51,7241,0,0,0,21,0,3
https://www.parasut.com/blog/anahtar-teslim-e-fatura-nedir,0,0,0,0,0,0,0,58,19289,0,0,0,15,0,2
https://www.parasut.com/blog/is-yonetimi,0,0,0,0,0,0,0,40,20123,0,0,0,15,0,2
https://www.bbc.co.uk/news/localnews/9072589-Abbot's%20Salford/0,0,0,0,0,0,0,0,64,251477,0,0,0,13,10,4
